"","F_X_to_Y","F_Y_to_X","SMBB_X_to_Y","SMBB_Y_to_X","AR sieve_X_to_Y","AR sieve_Y_to_X","R.Wald_X_to_Y","R.Wald_Y_to_X","TY_X_to_Y","TY_Y_to_X"
"12007",4.77951257803848e-170,3.11784063233769e-06,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.48637355090348e-45,0.000603835396944343,4.77951257806602e-170,3.11784063233623e-06
"12008",0,1.55533909458749e-12,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,8.1500377599089e-55,0.00100289855092919,0,1.71329395769858e-12
"12009",7.62351273972072e-215,1.74563241280567e-11,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.34155127588093e-24,0.00125140298105552,7.62351273974309e-215,1.74563241280497e-11
"13001",0,8.8728995848782e-12,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,4.53406667036804e-60,1.30183625217609e-05,0,8.87289958487223e-12
"13004",1.20616270317224e-298,1.26307934422061e-14,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,8.67724358220577e-54,4.17840945145587e-07,5.52729460916872e-299,1.49931181141535e-14
"13005",0,2.77610462681955e-08,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,9.65654445833589e-75,0.136612060957294,0,3.97183012368091e-08
"13007",0,1.20323548153092e-16,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.42853602174417e-91,1.83678066692359e-07,0,1.20323548153084e-16
"13008",0,1.51108772160691e-11,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.34097181162201e-144,1.28040331997915e-06,0,3.18948478922023e-11
"14001",0,4.26872213607517e-09,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,5.32523372425905e-106,0.000225704858758528,0,7.76358794678538e-09
"14002",0,3.10566301134738e-15,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.89242808877141e-53,0.0226514903543309,0,2.72884773469933e-15
"14005",0,0.00107484187636387,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,2.9000905107466e-48,0.162657977841547,0,0.000303741336822521
"15006",0,5.66173577639367e-05,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,0.027051977183794,0,5.25340664513553e-05
"15007",0,5.89398463635262e-18,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0,1.26649464012992e-06,0,6.30821439274422e-18
"15010",0,7.35596970069739e-20,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,1.70649302172509e-96,1.28376807815725e-11,0,3.16493019396638e-19
"15011",0,2.48426561873709e-21,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,2.84166274968801e-132,3.0495729224922e-08,0,1.6893255690618e-21
"15012",0,0.00265996148891548,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.0396039603960396,1.77014353628509e-146,0.202627967602591,0,0.00206602658136847
